MAP INDEX,MUNICIPALITY,BARANGAY,LOT NO. ,SURVEY NO.,TCT NO.,TD NO. ,REGISTERED OWNER,AREA (SQM),AREA (HA),AGREEMENT GROUP,AGREEMENT DOC TYPE,PROPERTY DOCUMENT NO.,AGREEMENT TYPE,AGREEMENT AREA (SQM),AGREEMENT AREA (HA),PRICE/SQM,LAND VALUE,INFUSION STATUS,INFUSED AREA (SQM),INFUSION AREA (HA),INFUSION DATE,INFUSION YEAR,INFUSION REMARKS,INFUSION BATCH,DATE OF TITLE TRANSFER,ACQUISITION GROUP,ACQUISITION CLASS,LAND GROUP,ESTATE LANDS,CLEAN-UP BATCH,CLEAN-UP STATUS,CLEAN-UP TIMELINE,LEGAL REMARKS,TD CLASSIFICATION,DAR STATUS,DATE DAR GRANTED,DAR REFERENCE NO.,CERTIFICATE OF FINALITY,LIAISON REMARKS,CURRENT DOC TYPE,DOCUMENT CONTROL,GIS STATUS,GIS REMARKS,DATE UPDATED,UPDATE LOG,PROJECT,ZONAL VALUE,ZONAL VALUE PRICE/SQM,LAND VALUE PER CONTRACT,CONTRACT PRICE/SQM,PROJECT ALLOCATION,LAND USE CLASSIFICATION,BD INDEX,DOCUMENT LINK,IMAGE LINK
RALI-0441,SILANG,KAONG,10033 (16),,No Title,,BEPI,3162,0.3162,GROUP 4,TD,18-0030-00562,ORIGINAL,3162,0.3162,1250,3952500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,5375400,1700,3952500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0442,SILANG,KAONG,10033 (24),,No Title,,BEPI,19848,1.9848,GROUP 4,TD,18-0030-00570,ORIGINAL,19848,1.9848,1250,24810000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,33741600,1700,24810000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0443,SILANG,KAONG,10033 (21),,No Title,,BEPI,31100,3.11,GROUP 4,TD,18-0030-00549,ORIGINAL,31100,3.11,1250,38875000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,52870000,1700,38875000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0444,SILANG,KAONG,10033 (12),,No Title,,VENANCIO UMALI,5000,0.5,GROUP 4,TD,18-0030-00558,ORIGINAL,5000,0.5,1250,6250000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 07 October 1996;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,8500000,1700,6250000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0445,SILANG,KAONG,10033 (32),,No Title,,VENANCIO UMALI,9109,0.9109,GROUP 4,TD,10-0030-01754,ORIGINAL,9109,0.9109,1250,11386250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 14 October 1996;
• Issued CAR (sale between Venancio Umali and Blue Eagle Proeprties, Inc.) dated 12 December 1994 - for re-issuance;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,15485300,1700,11386250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0446,SILANG,KAONG,10033 (3),,No Title,,VENANCIO UMALI,14658,1.4658,GROUP 4,TD,18-025-00-00972,ORIGINAL,14658,1.4658,1250,18322500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,24918600,1700,18322500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0447,CARMONA,LANTIC,1344/1727,,No Title,,CHPC,56255,5.6255,GROUP 4,TD,04-010-00210-A,ORIGINAL,56255,5.6255,1250,70318750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,95633500,1700,70318750,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0448,CARMONA,LANTIC,1344/1727,,No Title,,CHPC,56255,5.6255,GROUP 4,TD,04-010-00211-A,ORIGINAL,56255,5.6255,1250,70318750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,95633500,1700,70318750,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0449,CARMONA,LANTIC,1344/1727,,No Title,,CHPC,16000,1.6,GROUP 4,TD,04-010-00209-A,ORIGINAL,16000,1.6,1250,20000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,27200000,1700,20000000,1250,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0450,SILANG,KAONG,10055-B,,No Title,,TOMAS CASTILLO,5348,0.5348,GROUP 4,TD,18-025-00-00240,ORIGINAL,5348,0.5348,1250,6685000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 8 October 1996;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,REPLOTTING,,,,9091600,1700,6685000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0451,SILANG,KAONG,10055-A,,18-0030-00539,,GELACIO CASTILLO,5348,0.5348,GROUP 4,TD,18-025-00-00243,ORIGINAL,5348,0.5348,1250,6685000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts);,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,REPLOTTING,,,,9091600,1700,6685000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0452,SILANG,KAONG,10005 (PART),,No Title,,JULIO MARAYAG,20000,2,GROUP 4,TD,18-025-00-00569,ORIGINAL,20000,2,1250,25000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 2,RALI-GROUP 4,6-10 Years,"• Issued CAR (Sale between Julio Marayag and Golden Willow Realty, Inc.) dated November 25, 1994 - for re-issuance;
• With DAR Order (Land Use Conversion) dated 25 September 2008;
• With pending legal case (re: Sps. Bejosano vs. Marayag, et.al.)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,NOT IN MAP - PRIO REQUEST RALI,,,,34000000,1700,25000000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0453,CARMONA,LANTIC,1344/1727(PART),,No Title,,EUSTAQUIO BITUIN,20000,2,GROUP 4,TD,04-010-00208-A,ORIGINAL,20000,2,1250,25000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,34000000,1700,25000000,1250,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0454,CARMONA,LANTIC,1344/1727(PART),,No Title,,ROMANA MASUNGSONG/FELIPE MASUNGSONG,20000,2,GROUP 4,TD,04-010-00212-A,ORIGINAL,20000,2,1250,25000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,34000000,1700,25000000,1250,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0455,CARMONA,LANTIC,1344/1727(PART),,No Title,,PRIMITIVO MASUNGSONG,37020,3.702,GROUP 4,TD,04-010-00215-A,ORIGINAL,37020,3.702,1250,46275000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,62934000,1700,46275000,1250,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0456,CARMONA,LANTIC,1344/1727(PART),,No Title,,A. MASUNGSONG/CATALINO MICOSA,20000,2,GROUP 4,TD,04-010-00213-A,ORIGINAL,20000,2,1250,25000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,34000000,1700,25000000,1250,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0457,CARMONA,LANTIC,1344/1727(PART),,No Title,,JULIAN VILLANUEVA,30000,3,GROUP 4,TD,04-010-00214-A,ORIGINAL,30000,3,1250,37500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,51000000,1700,37500000,1250,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0459,SILANG,KAONG,10005 (PART),,No Title,,SPS. MILO BEJOSANO & LORNA BEJOSANO,125105,12.5105,GROUP 4,TD,18-025-00142,ORIGINAL,125105,12.5105,1250,156381250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 2,RALI-GROUP 4,6-10 Years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,212678500,1700,156381250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0460,CARMONA,LANTIC,1337,,No Title,,ASUNCION DIMAYUGA,60175,6.0175,GROUP 4,TD,97-00788,ORIGINAL,60175,6.0175,1250,75218750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,"• For CAR application;
• For TD transfer to RALI.",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,REPLOTTING,,,,102297500,1700,75218750,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0461,CARMONA,LANTIC,1338,,No Title,,JULIAN DE VILLA,53306,5.3306,GROUP 4,TD,97-00787,ORIGINAL,53306,5.3306,1250,66632500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,"• In preparation for CAR application;
• For TD transfer to RALI.",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,90620200,1700,66632500,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0462,CARMONA,LANTIC,1339,,No Title,,JACINTO VILLANUEVA,47508,4.7508,GROUP 4,TD,97-00786,ORIGINAL,47508,4.7508,1250,59385000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,"• For CAR application;
• For TD transfer to RALI.",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,80763600,1700,59385000,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0463,CARMONA,LANTIC,1344/1727PART,,No Title,,HERMINIGILDO V. ALCANTARA,20000,2,GROUP 4,TD,97-00149,ORIGINAL,20000,2,1250,25000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,34000000,1700,25000000,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0464,SILANG,KAONG,10011 (1),,No Title,,BLUE BALLS,10000,1,GROUP 4,TD,18-0030-00522,ORIGINAL,10000,1,1250,12500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,17000000,1700,12500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0465,SILANG,KAONG,10011 (2),,No Title,,VIRGINIA GARCIA,10000,1,GROUP 4,TD,18-025-00-458,ORIGINAL,10000,1,1250,12500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,"• Issued CAR (sale between Virginia Garcia and Blue Balls Proeprties, Inc.) dated 14 December 1994 - for re-issuance;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,17000000,1700,12500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0466,SILANG,KAONG,10011 (3),,No Title,,CLAUDIO MIRANDA,9253,0.9253,GROUP 4,TD,18-025-00-00648,ORIGINAL,9253,0.9253,1250,11566250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,15730100,1700,11566250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0467,SILANG,KAONG,10011 (3),,No Title,,CLAUDIO MIRANDA,9253,0.9253,GROUP 4,TD,18-025-00-00649,ORIGINAL,9253,0.9253,1250,11566250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,15730100,1700,11566250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0468,SILANG,KAONG,10011 (5),,No Title,,BIENVENIDO GARCIA,5178,0.5178,GROUP 4,TD,18-025-00-00445,ORIGINAL,5178,0.5178,1250,6472500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,8802600,1700,6472500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0469,SILANG,KAONG,10011 (4),,No Title,,MAXIMO ESCOBER/LORETO GARCIA,5000,0.5,GROUP 4,TD,18-025-00-00380,ORIGINAL,5000,0.5,1250,6250000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,8500000,1700,6250000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0470,SILANG,KAONG,10011 (6),,No Title,,GREGORIO MOJICA,5178,0.5178,GROUP 4,TD,18-025-00-00658,ORIGINAL,5178,0.5178,1250,6472500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,8802600,1700,6472500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0471,SILANG,KAONG,10011 (7),,No Title,,LEOPOLDO REYES,4803,0.4803,GROUP 4,TD,18-025-00-00806,ORIGINAL,4803,0.4803,1250,6003750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,,,,8165100,1700,6003750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0472,SILANG,KAONG,PSU 17578,,No Title,,DEMETRIO BAYONA,25892,2.5892,GROUP 4,TD,18-025-00-00126,ORIGINAL,25892,2.5892,1250,32365000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 2,RALI-GROUP 4,More than 10 years,"• With DAR Order (Land Use Conversion) dated 25 September 2008;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,NOT IN MAP - PRIO REQUEST RALI,,,,44016400,1700,32365000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0473,SILANG,KAONG,SI-04-2119-05-D,,No Title,,MERCEDES HONOR,18000,1.8,GROUP 4,TD,18-025-00-00339,ORIGINAL,18000,1.8,1250,22500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 2,RALI-GROUP 4,More than 10 years,"• With DAR Order (Land Use Conversion) dated 25 September 2008;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,NOT IN MAP - PRIO REQUEST RALI,13-Mar-24,,,30600000,1700,22500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0474,CARMONA,LANTIC,1341,,No Title,,NIEVES DIMAYUGA,10935,1.0935,GROUP 4,TD,97-00505,ORIGINAL,10935,1.0935,1250,13668750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,• Free-Patent Titling ongoing,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,18589500,1700,13668750,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0475,CARMONA,LANTIC,1342,,No Title,,NIEVES DIMAYUGA DE SAGUN,30298,3.0298,GROUP 4,TD,97-00574,ORIGINAL,30298,3.0298,1250,37872500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,"• For CAR application;
• For TD transfer to RALI.",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION - OVERLAPPED WITH RALI-CLOA,,,,51506600,1700,37872500,1250,R3B,RESIDENTIAL,No ID/Unmapped,,
RALI-0476,SILANG,KAONG,,,No Title,,"ROYAL ASIA LAND, INC.",20000,2,GROUP 4,TD,04-010-00205-A,ORIGINAL,20000,2,1250,25000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,UNMAPPED,NOT IN MAP - PRIO REQUEST RALI,,,,34000000,1700,25000000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0477,SILANG,KAONG,,,No Title,,"ROYAL ASIA LAND, INC.",4319,0.4319,GROUP 4,TD,18-025-00-00510,ORIGINAL,4319,0.4319,1250,5398750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,UNMAPPED,NOT IN MAP - PRIO REQUEST RALI,,,,7342300,1700,5398750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0478,SILANG,KAONG,,,No Title,,"ROYAL ASIA LAND, INC.",4319,0.4319,GROUP 4,TD,18-025-00-510,ORIGINAL,4319,0.4319,1250,5398750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,UNMAPPED,NOT IN MAP - PRIO REQUEST RALI,,,,7342300,1700,5398750,1250,No Project Allocation,TBD,No ID/Unmapped,,
SGAP-0001,SILANG,KAONG,1,CCN-04-000757-D,OCT-2023000740,18-0030-02516,SPOUSES LUCIANO B. DE JESUS AND MARCELINA PASTOLERA-DE JESUS,10000,1,EXTERNAL LOTS,NOT INDICATED,OCT-2023000740,ORIGINAL,10587,1.0587,2452.830189,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,SGAP - MOA ORIGINAL,SILANG GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,EXEMPTION,29-Feb-24,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,,25-Mar-24,,,22000000,2200,24528301.89,2452.830189,No Project Allocation,TBD,527,,
SGAP-0002,SILANG,KAONG,10057,CAD-452-D,OCT-2023000283,,JEDI CARLO P. DIONIDO,71015,7.1015,EXTERNAL LOTS,NOT INDICATED,OCT-2023000283,ADDITIONAL,10000,1,2452.830189,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,SGAP - MOA ADDITIONAL,SILANG GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,,25-Mar-24,,,156233000,2200,0,,No Project Allocation,TBD,No ID/Unmapped,,
SGAP-0003,SILANG,KAONG,10330-A,,OCT-2024000017,18-0030-02697,"SPS. LUCIANO B. DE JESUS, SR. AND MARCELINA PASTOLERO-DE JESUS",5587,0.5587,EXTERNAL LOTS,NOT INDICATED,OCT-2024000017,ADDITIONAL,10000,1,2452.830189,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,SGAP - MOA ADDITIONAL,SILANG GAP,Not Included,,,More than 10 years,No remarks yet,RESIDENTIAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,,25-Mar-24,,,33522000,6000,0,,No Project Allocation,TBD,525,,
SGAP-0004,SILANG,KAONG,10332,452-D, T-2017000575,18-0030-02695,FERMIN B. BAWE M/TO MARCIANA BITUIN BAWE,10000,1,EXTERNAL LOTS,NOT INDICATED, T-2017000575,ORIGINAL,10000,1,2452.830189,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,SGAP - MOA ORIGINAL,SILANG GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,RESIDENTIAL,EXEMPTION,29-Feb-24,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,,14-Mar-24,,,60000000,6000,24528301.89,2452.830189,No Project Allocation,TBD,520,,
